id,nomination_type,game_id,user_id,description,theme_id,is_winner
18,0,18,1,"While FFVII evolved the JRPG genre on the PlayStation 1, Wild Arms took tropes that were already present and elevated them. There's turn-based battles, Zelda-like puzzles and one of the most amazing soundtracks ever to have graced this genre. And did I mention it's a freaking western?",2,1
19,0,19,1,"Snowboard Kids is a fun downhill racing game, based around snowboarding, with quirky characters and fun power-ups. Tight controls, a deliciously 90s soundtrack, and the unique snowboarding concept elevate Snowboard Kids beyond other casual arcade racers from the era, forming a game that is certainly worth another look.",2,0
20,0,20,1,"Wario Land 3 is the critically acclaimed swan song for the Wario Land series' run on the Game Boy Color. Declared by Nintendojo in the year 2000 as ""simply one of the best portable games ever made"", WL3 combines gorgeous pixel art, nonlinear elements lifted from the Metroid series, and novel mechanics like a day-night cycle to produce an engaging platformer with depth and charm to spare.",2,0
21,0,21,1,"In Oracle of Seasons, players traverse the seasons and unlock the secrets of Hyrule held within each climate. Originally intended as a direct port of the original Legend of Zelda to the Game Boy Color, this title's development expanded into something greater, standing as an interconnected entry with the Oracle of Ages. Featuring both gorgeous visuals and depth far beyond that of the original NES entry, it was well-deserving of IGN's proclamation that both it and its counterpart were ""the best games ever made for the Game Boy Color"".",2,1
22,0,22,1,"Translated by Atlus, of Shin-Megami Tensei fame, Summon Night Swordcraft Story is a fun little action RPG with a fun weapon creating system. You venture into a labyrinth, fight monsters, and gather materials to build weapons to fight to become the next Craftlord!",2,0
23,0,23,1,"Drill Dozer is an action platformer developed by acclaimed publisher Gamefreak of Pokémon fame. It’s a gorgeous, colorful story, following a gang of mech-wielding scrapyard workers/bandits with a heart of gold as you tackle the nefarious rival gang of the Skullkers. You battle your way to reclaim a family jewel and uncover the mystery behind its power.",2,0
24,0,24,1,"An incredibly enjoyable and expansive turn-based RPG that includes wonderfully expressive monster designs by Akira Toriyama (of Dragon Ball fame) in an endearing narrative that doesn't overstay its welcome. With over 300 monsters, an expansive over-world, and a deeply engaging party system, Joker 2 has all of the game-play chops it needs to stand the test of time.",2,0
25,0,25,1,"Great visuals, a catchy musical score, and some of the tightest play control seen on the system all come together to form one of the most charming and playable platformers available for the system. The cartridge has become quite rare over the years, so even better reason to play on your RP2!",3,0
26,0,26,1,"Aria of Sorrow is a 2D Castlevania where you follow Soma Cruz, a teenager granted occult power as a result of being a potential vessel of Dracula's reincarnation, as he battles dark figures that wish to inherit the undead lord's power.",3,1
27,0,27,1,"I hate this game. Its soundtrack is garish, with jarring, discordant notes that make me personally uncomfortable. Its visuals are cluttered, with bug-eyed, freakish blobs crowding the playfield. FlipOut! is a monotonous puzzler that creeped the hell out of me as a kid, and that's why it gets my nomination for spook of the month.",3,0
28,0,28,1,"You’re a mech on a suicide mission in the year 3521 to stop a super laser mounted on Jupiter from wiping the galaxy! Excellent graphics, stellar music and is the original gravity defying game as it was the first game ever to introduce gravity manipulation as a mechanic which makes it a must play and own in anyone’s NES collection.",3,0
29,0,29,1,"This game was terrifying because as a child you had no idea where to go and you basicially got melted every time you played. Not intentionally spooky, but the game gave me nightmares growing up lol. Seriously.",3,0
30,0,30,1,"The atmosphere, themes and music made this a really spooky, intense and quirky adventure, worthy of any Halloween night’s horror nostalgia trip.",3,0
31,0,31,1,"Sure, it's technically not a horror game. But the salesman, glaring moon and generally weird aesthetic gave me the creeps when I was a kid. It feels like what a Zelda game would look like if David Lynch was the producer.",3,0
32,0,32,1,Do you like murder mysteries? Do you like puzzle games? Do you like good quality narrative told in a compelling manner? Then check out 999 a fantastic point and click puzzle mystery with a fantastic plot that keeps you guessing.,3,0
33,0,33,1,"The third installment in the franchise, it's widely regarded as the best one, with bright, colorful graphics, awesome soundtrack, great gameplay, and a cast of 18 playable characters, this is a masterpiece of a fighting game.",3,0
34,0,34,1,"The team behind Resident Evil took a few shots after finishing the first Jurassic Park film and said ""fuck it, we can do that on the warping textures console!"" Dino Crisis is actually pretty fun. I don't know if I consider it truly scary, but it is tense!",3,0
35,0,35,1,A newly resurrected Sir Daniel Fortesque is tasked with defeating the evil sorcerer Zarok as he wreaks havoc across the kingdom of Gallowmere. Travel across the poisoned lands laying waste to Zarok's beasts and minions in this 3D Action Adventure game. Defeat Zarok and claim all of the Hero Chalices to finally become the hero everyone believes you already are!,3,0
36,0,36,1,"Its like a gothic silent hill except with swords, guns, decapitations and all the gore the chunky PS1 models can muster! Its technically a survival horror game but with mechanics like the adrenaline bar which slowly goes down and dealing you damage if it reaches 0 thus needing to be filled up by beating monsters up its a bit more of a badass beat em up.",3,0
37,0,37,1,"The year is 1998. Officer Aya Brea discovers that a woman with the ability to make people spontaneously combust is hell-bent on destroying the human race, one flaming pile at a time... except Aya, who seems to be immune and, in fact... has some powers of her own. Horrifying hallways and blood stained corpses stacked one after another with relentless enemies and puzzles, this game borrows the best of Resident Evil while adding in its own RPG strategic combat system. Aya's in the business of killin' monsters.... and business is good...",3,1
38,0,38,1,"Sub-Terrania is a 1994 multidirectional shooter developed by Danish studio Zyrinx and published by Sega for the Mega Drive/Genesis. The game takes place in the future, where a deep-space mining colony has been invaded by an unknown alien race. This game is really quite creepy, the art is on point as well.",3,0
39,0,39,1,Clock Tower is a survival horror point-and-click adventure game developed and published by Human Entertainment for the Super Famicom in 1995. It is the first installment in the Clock Tower series. You're a girl on the run for a madman wielding scissors. Truly terrifying despite it being 2D. Clocktower still manages to frighten.,3,1
40,0,40,1,"A wonderfully great Metroidvania starring Firebrand, a character with two previous entries (Gargoyle's Quest (GB) and Gargoyle's Quest II (NES)). You must gather all 5 Crests to defeat Phalanx and save the Demon Realm.",3,0
41,0,41,1,"A spooky and addicting run and gun developed by LucasArts. I can never get enough of this game. While not a commercial success, it received praise for its graphics, humor, and engaging gameplay.",3,0
42,0,42,1,"The first outing of the purple haired, spunky, sassy half-genie girl. With big colorful sprites, a catchy musical score, gameplay that mixes in basics from Castlevania 2 Simon’s Quest, in with Zelda style dungeons and puzzles, and slight Metroid element of upgrades to find and layers of level to discover. Pushing the hardware of the original Gameboy color to its limits and spawning a popular IP. Coming in as one of the most sought after game boy color game. Enjoy!",4,0
43,0,43,1,"Fear Effect is an adventure-action game in the RE tank-control style, featuring cel shaded characters, motion backgrounds, and a unique health meter that is based on an EKG which goes faster or slower depending on the actions of the player. Three characters are playable, most notably Hana Tsu-Vachel, who is canonically bisexual.",4,0
44,0,44,1,"Valkyrie Profile follows Lenneth as she travels through Midgard, collecting the souls of slain heroes. She trains them by fighting monsters and performing quests. The art style is similar to the tri-Ace series, Star Ocean. The game's battle system is also addictively simple yet deceptively complex. An action roleplaying classic!",4,0
45,0,45,1,"Greatest JRPG of all time, but on a handheld, now starring a female protagonist, featuring some of the greatest game music, story and characters of its era.",4,0
46,0,46,12,"Released in '87, Phantasy Star both broke the mold and paved the way for RPGs with its gorgeous visuals, animated monsters, wonderful soundtrack, and first person dungeon crawling, all while you travel to different planets in its unique sci-fi/fantasy setting.",4,0
47,0,47,1,"Under appreciated, unlike other Persona games stars adult protagonists and has allot more at stake, and has the first female persona protagonist Maya Amano, and a few of first games protagonists as adults. Obviously doesn’t have social links but has constant tons of unique dialogue at every turn and high stakes for pretty much every character. If you like the social links, you’ll probably enjoy watching everyone react to the world and the main characters amongst each other. Although I’ve heard many say it’s hard and tedious, I didn’t feel like it was. If you like Persona I’d definitely give it a chance, it’s a shame Altus pretends it doesn’t exist.",4,0
48,0,48,1,"As the latest entry (chronologically) in the Metroid series, Samus has taken on countless enemies that would make the most daring of warriors quake in their space boots... not this bounty hunter... not until now, for what foe could possibly stand toe-to-toe with the galaxies best bounty hunter... but an evil parasite that has taken the shape and characteristics of Samus herself. Now the world of SR388 NAY! THE GALAXY is at a teetering point between safety... and peril, and the only one to weigh the scales in its favor... is Samus 'MF' Aran.",4,1
49,0,49,1,"Greatly underappreciated monster catching game set in the Dragon Quest Universe. Breeding mechanic is great, story is lighthearted But enjoyable and the battles are great.",4,0
50,0,50,1,"The spiritual successor to the legendary N64 game Goldeneye 007, improving and adding on to much of it’s formulas. Boasting one of videogames greatest weapons of all time, the Laptop Gun, and the best ram expansion boosted graphics the system could handle. Espionage, action, science fiction, mystery, president clones and foul mouthed aliens abound in this First Person masterpiece!",4,0
51,0,51,1,"Released midway through the SNES lifecycle, this platformer pushes the hardware capabilities while also building on the already-great gameplay of earlier DK titles. The plot revolves around Dixie Kong and her cousin, Kiddy Kong, in their attempts to rescue the kidnapped Donkey Kong and Diddy Kong from the series' antagonist King K. Rool.",38,1
52,0,52,1,It is hard to find anyone who doesn't know what Tomb Raider is. Tomb Raider is a 3rd person 3D action adventure game where you take on the role of Lara Croft. You will be raiding all types of tombs for ancient artifacts (or spend most of your time not knowing what to do and locking your butler in the freezer). The creation and popularity of this game definitely helped usher in an era of 3D action adventure games that still persists today.,4,0
53,0,53,1,"What to say about the penultimate side-scrolling beat 'em up? Streets of Rage is a fantastic game, well designed and beautifully realised. It's glittering streets pop with colour, but trash is piled high on every corner. The game tasks no nonsense Police Officer Blaze Fielding (and two other nameless dudebros) with cleaning the filth, and clearing the trash from the streets of Wood Oak City, one punk's face at a time!",4,1
54,0,54,1,"If you're a fan of the 90's feminist and LGBTQ+ icon, you'll love this game. You play as Xena in mostly linear hack-n-slash with occasional platforming and puzzles. Do you have what it takes to save Gabrielle, Queen of the Amazons?",4,0
55,0,34,1,"Resident Evil+ Jurassic Park come together in the best way possible channeling the intense and stressing horror that made RE the icon it is now but mixes the formula of survival horror by replacing zombies with something more terrifying... DINOSAURS! And these dinosaurs aren’t in a amusement park, but are pursuing you. You play as Regina, a agent investigating the mishaps occurring at a top secret facility to realize things aren’t what they seem.",4,0
56,0,55,1,"Rock out with this innovative sequel to the hip-hop rhythm game Parappa the Rapper. This time the action centers around Lammy, a grunge guitar-playing lamb with her own rock band. Lammy is late for her latest performance with Milkcan, the band she fronts with kooky sidekicks Katy Kat and Masan. To get to the gig, Lammy must successfully strum her guitar through seven cartoon levels. Each level contains a unique music video that requires superior guitar-playing skills. Lammy must master multiple styles of music, including heavy metal, pop, and punk. Superior musicians will be rewarded with a special remix mode, which adds a special rap by well-known game character Parappa.",4,0
57,0,56,1,"I love this shitty polygon crammed adventure! Sure it averaged a 58% by critics, but you get to play as explorer Barbie! Running through jungles, deserts and mountains like a bastardized love child birthed from the forbidden romance of Tomb Raider and Crash Bandicoot, but like, their 2nd or 3rd cousins twice removed. The big redeeming quality of this game is the ""VR"" mode, which im still trying to get the world record on to this day. Mainly, it has retro achievements, and that is addicting. The games its trying to imitate are two of my favorites, and I appreciate Runecraft giving Mattel's cherished IP a go.",5,0
58,0,57,1,"This game is very unique in how it is so old that it barely has any ACTUAL critic reviews, but it is a such a neat little gem to play in your spare time with all the strategy of trying to protect your flag and such, it also has the awesome feature of being a 2 player game if you can get that to work since it was designed for NES. This game is already on the retroidOS as ""Tank Battle""",5,0
59,0,58,1,"Okay, hear me out; this game is actually really good and unironically one of me and a couple of my friend's favorites. Is it very hard? Yes. Is it borderline unfair at times? Yes. Is it beatable? Also yes (and I have!). Behind this frustrating game is actually a very competent shoot 'em up with powerups that change the direction of your shot and a collection of both top down and side scrolling stages. If you persevere and get into a groove and begin memorizing stage hazards, there's a lot of fun to be had in this one. Oh, and the music is composed by musical genius Tim Follin. ",5,1
60,0,59,1,"Is it a good game... kinda, sure? It’s like the game devs were thinking what kinda insanely difficult boardline assholish things can we throw in ever corner of every level, you’re never not getting absolutely pummeled by enemies! Everything is out to get you, you can killed by a damn tumbleweed. What makes it worse every time Spongebob gets hit he makes the most loud guttural sound imaginable. ",5,0
61,0,60,1,"This game is jank as fuck, but when you get the controls down, it can lead to some really fluid and brutal combat. Also you can play as a fat giant purple T-rex.",5,0
62,0,61,1,"Earthworm Jim was one of my fave games to play as a kid. The 3D version always had me cracking up though as he gets knocked out and put into a coma by a cow, then has to battle through his own subconcious, battling all of his fears. This version wasn't by any means the best in the series, in fact, they tend to say it was the downfall of the series itself, but I still always enjoyed it.",5,1
63,0,62,1,"This game is so ~oBsCuRe~ that it doesn't have it's own wikipedia page. Also, I guess it got a 4/10 from IGN when it first launched. Didn't stop my mom from buying it for me back in the day and GOOD BC THIS GAME IS A 10/10 TO MEEE. You've got like 6 or 7 mini-game challenges within the game and they're all super different. The challenges range from fashion show to snowboarding to a diner dash-kinda thing. One of the mini-games is a music video creator where you plan the dance and lights and everything, but the COOLEST PART was that you could take out your game disc and put in your own CD to use whatever music you want for your dance. You would probably cringe at the number of times I watched my girls Mary Kate and Ashley dance to Evanescence.",5,0
64,0,63,1,"Designing an unfun game seems very on brand for the adams family, making the gameplay on theme and immersive with its mildly amusing horribleness!",5,0
65,0,64,1,"How can we forget this game, the game where the fog was so intense you couldn't see more than about 20 metres infront of you. In a game you spent most of your time trying to fly through rings - yet it still suffered from slowdown, poor lighting and terrible animations.  A story that dictated that Superman is in a VR World to help justify the silly stuff going on. What a riot!",5,0
66,0,65,1,"Is it a good game... kinda, sure? It's like the game devs were thinking what kinda insanely difficult borderline assholish things can we throw in every corner of every level, you're never not getting absolutely pummeled by enemies! Everything is out to get you, you can be killed by a damn tumbleweed. What makes it worse is every time Spongebob gets hit he makes the most loud guttural sound imaginable.",5,1
67,0,66,1,A plumber named Mario and his brother Luigi along with their new friend yoshi travel through the Mushroom Kingdom to save the princess from the evil Bowser. Plumber brothers Mario and Luigi from Brooklyn have just arrived in an outlandish realm called the Mushroom Kingdom. It was ruled by Princess Toadstool and her faithful Mushroom people.,6,1
68,0,67,1,Take control of Rhys the prince of Landen who is set to marry Maia... a girl who washed up on Landen shores a mere 2 months earlier. And since every RPG from the 90s had to have someone lose their memory this time it's Maia. The real hook of this game is that it spans three generations. And you get to choose each generation making the endings all different and whatnot.,6,0
69,0,68,1,"What do you get when you try combining JRPGs and Dating Sims? Why it's Thousand Arms! Atlus' farcical steampunk RPG flew under the radar back in the day, but you weren't going to let Romance Month go by without a having a few solid dates, right? You play as Meis, a ""Spirit Blacksmith"" who requires someone he has a strong emotional bond with to pray over the magical artifacts that he forges. It's a lighthearted game with a good amount of fourth-wall breaking humor, and it makes a good effort to integrate its usual dating sim elements with the rest of the game's narrative and mechanics.",6,0
70,0,69,1,"Set on an unnamed fantasy world with science fiction elements, the game follows a group of young mercenaries, led by Squall Leonhart, as they are drawn into a conflict sparked by Ultimecia, a sorceress from the future who wishes to compress time. During the quest to defeat Ultimecia, Squall struggles with his role as leader and develops a romance with one of his comrades",6,1
71,0,70,1,"The romantic tension building between Claude and Rena is palpable. As our heroes investigate the strange sorcery globe, all hell breaks loose on Expel. Can our heroes save this land and get Claude back to his own time? You'll have to find out in one of 84 different endings!",6,0
72,0,71,1,"My personal favorite of the original Harvest Moon series. Farming, ranching, and romance. Getting married and starting a family is a key component.",6,0
73,0,72,1,"The two main characters set out a journey to become young-adults for the town's old tradition. During the journey, they uncover much grander reason for their journey, following the footsteps of the Moonlight Witch. The female protagonist has a crush on the male protagonist, but the male character is too slow to realize that",6,0
74,0,45,1,"Although romance is not a main focus, creating bonds with those you care about is, and many players will likely pursue their favorite character in a romantic relationship, as it is an option, even to the point of characters getting jealous and reversing your social link progress. This enhanced port even offers a female protagonist route. Romance aside, an amazing story with well written characters and motivations, dungeon crawling goodness, and a damn good soundtrack will follow you through your adventure in the world of P3P.",6,1
75,0,73,1,"First game beat on my retroid was this very fun RPG (thank god for auto battle), the story is superb and the romance between the 3 pairs (no spoilers) is actually very well done. Oh, and its funny as heck in many places, made this old man laugh out loud many times.",6,0
76,0,74,1,"Raise your blob pal and feed him different color jellybeans to solve this puzzling 2D platformer! Such a simple yet challenging experience. Love your blob, blob 4ever.",7,0
77,0,75,1,"Raise your monster, fight in the tournament, became world championship, go on adventure with your monster to unlock legendary artifact, combine monster to create a new monster you've never seen before, upgrade your monster barn and raise gigantic whale. Monster Rancher 2 got it all!!!",7,0
78,0,76,1,"In this game you play as a Craftknight - a weaponsmith dedicated to mastering his craft. Every Craftknight needs a Summon Beast partner, which you choose at the beginning of the game. As you and your Summon Beast bond, you are able to forge stronger weapons and take on stronger enemies (combat switches to a side view and takes place in real-time) who drop items that you can use to... forge stronger weapons. It's a lighthearted, humorous romp with a small cast of distinct characters including 4 choosable Summon Beasts who all have unique dialogue throughout the game.",7,0
79,0,77,1,"A shmup where you ride a pegasus! It looks ridiculous and awesome, and gives me a Panzer Dragoon vibe. A long stretch, but technically works for our theme.",7,0
80,0,78,1,"The OG. This was my first Harvest Moon game, and still my favorite in the series. I found it through emulation in the early 2000's and it blew my mind, such a simple concept but addicting to grow your garden, raise yer stock, and nurture budding romance.",7,1
81,0,79,1,"A fan favorite Harvest Moon game: Farming, taking care of animals and getting married.",7,0
82,0,80,1,"Crystal is an updated definitive version of Pokémon Gold/Silver. First time in a Pokémon adventure you can choosh to be a male or female character. Towns are announced, Pokémon have animated entrances, and other general improvements to the the UI. Even though this is related to gold/silver it’s worth mentioning. Satoru Iwata's story of saving the development of pokémon Gold & Silver by compressing its assets to fit on the GameBoy Color cartridge is something of a legend. Iwata optimised the game so much that GameFreak was even able to include two whole regions in the game.",7,0
83,0,81,1,"Were you intrigued by the spaceworld 97 demos that revealed tons and tons of beta Pokémon, towns, items, etc? Well if so this game is for you! Step inside the historic region of Nihon! With the help of Professor Oak, Blue/Green, Your Rival, and your Pokémon. You can save the region of nihon from the evil doings of the infamous team rocket. Awaken the legendary beasts, and beat the elite four! An alternate version to the gold and silver we all love! And an awesome sequel to red & green! Just apply a clean copy of Pokémon gold (us release)  to the patch to play!",7,0
84,0,82,1,"From the RPG series that lit Japan on fire and hasn't let up since, Dragon Warrior Monsters allows you to take command of the very beasties you've been used to slaying. Featuring a boy named Terry on a quest to save his dear sister in the world of monsters, you become a friend to the beasts, gaining a farm and befriending monsters on the way to beat the Arena and get home. The standard mechanics of putting your monsters in battle apply, but the real meat and potatoes is the immense breeding system, allowing you to pair your monsters to get offspring of higher strength and caliber. You could get lost in the game for days in that breeding system, I know I have. While overshadowed by many other monster raising games, this game gets my recommendation for the breeding system alone.",7,0
85,0,83,1,"Unlike pokémon, Digimon games tend to take a different turn than the classic catch/battle/level/master challenge. Trapped in the Digital World, the player must raise Digimon, and those Digimon will digivolve based on their stats. If you neglect or take poor care of your pal, you may end up with a weak and disgusting Digimon! You Digimon can and will pass away and the cycle starts anew. The player is tasked with exploring File Island and helping other Digimon who have lost their memories and have become feral. As you save them, your town builds up and more services are made available such as food, shops, and much more!",7,0
86,0,84,1,"Pokémon Light Platinum features a new story line set in the Pokémon world with an entirely new evil organisation named ""Team Steam"". The player could travel through brand new, custom regions called Zhery and Lauren filled with new gym leaders, Elite Four, and rivals. There is plenty more to discover so what are you waiting for!?",7,0
87,0,85,1,"Digimon meets JRPG, plenty of content and fun to be had while getting to be a digimon tamer.",7,0
88,0,86,1,"An animal-raising game where the animal...is MAN. In ActRaiser, you play The Master - or ""God"" in the original translation. Your god duties are divided into two parts: Side scrolling monster slaying, and top down sim-lite civilization growth. As a side scroller, you possess a statue and go around shredding monsters that might threaten your fledgling human society. When you're not killing monsters, you are observing your civilization from above, helping the humans thrive. Beginning with just two humans, you protect their cities from monsters (through weird semi-shmup gameplay), direct their roads and city construction, and receive offerings which you then use to benefit other humans. ",7,1
89,0,87,1,"Players take the role of a character who takes over their deceased grandfather's dilapidated farm in a place known as Stardew Valley. The game is open-ended, allowing players to take on activities such as growing crops, raising livestock, crafting goods, mining for ores, selling produce, and socializing with the townspeople, including marriage and having children. It also allows up to three other players to play together online.",7,1
90,0,88,1,I played Animal Crossing on GameCube growing up. This version has more features and I easily playable on RP2. Many things to collect and friends to make.,7,0
91,0,89,1,Build a dungeon! Populate and raise monsters to defend it! Hide your Boss in a safe location! Kill adventurers! Feed pets to other pets!,7,0
92,0,90,1,"Bushi Seiryuuden: Futari no Yuusha (“Warriors of the Blue Dragon Legend – The Two Heroes”) is a rather unique action/tactical RPG hybrid. It was developed by Game Freak and published by T&E Soft in 1997, as one of the last titles released on the system. Game Freak should, of course, be known to every gamer out there, since they developed Pokémon for Nintendo. Bushi Seiryuuden shares a similar artwork style, but this is the only similarity to the well known series.",7,0
93,0,91,1,Great game that honestly encourages you to strategize and makes you form more of a connection with the monster you are with. ,7,0
94,0,92,1,"Dino Riki is an adorable little prehistoric-themed top down shooter that's actually quite reminiscent of Ikari Warriors. You play as the adventurous caveman Riki, dodging all sorts of dinosaur dangers and flying creatures. Aside from your handy throwing rocks, you can upgrade your arsenal to axes, boomerangs and even throwable torches! In addition to weapons, there's also a variety of neat power-ups that can grant Riki the abilities of a dinosaur, like enhanced speed and wings for flight. There's even a transformation called ""Macho Ricky"" that turns you into a buff Neanderthal that can create copies of himself to tussle with the bothersome beasts. This was a neat little game I loved playing that many people don't seem to talk about these days. If you're looking for a quick and enjoyable dose of dinosaur fun, this is definitely for you.",8,0
95,0,93,1,"When I think of dinosaurs I think of evolution. So there's only one game that is fitting and also a lot of fun that comes to mind. E.V.O is game where you basically start off as a smol little creature in the water with a lot of choices of what type of body parts you evolve with. You do so by eating other creatures and taking on their attributes. This includes being able to become many different types of things but also a lot of forms of dinosaurs or dinosaur like creatures. Not to mention there's plenty of them that exist in this world as well.  It's a gem somewhat forgotten in time but a lot of fun. The most fun is trying out different parts and making the type of dino/etc you think is badass. You can do a strength build, or maybe one with better speed. Sometimes you'll want to try different builds to get through certain areas. There's also many different dinos you can evolve into and beyond.",8,0
96,0,94,1,It is inevitable... I am Turok!,8,0
97,0,95,1,Choose one of your favorite Rare characters and race a Dinosaur and other animals! Balloons are a delicacy that help you defeat an Evil Pig.,8,1
98,0,96,1,"Cult classic Earthbound places you in the shoes of psychic-powered 13 year old Ness from Eagleland on his epic quest to stop the horror Giygas from destroying the universe. Along the way you'll face blue cultists, an undead threat, alien invaders, and yes, of course, dinosaurs, on your quest to gather the eight melodies from Your Sanctuaries to stop Giygas once and for all in this timeless RPG classic. ",8,0
99,0,97,1,"Run and Gun!? Dino Crisis 2 is where the franchise gains its own identity, and becomes much more action-focused than its zombie mansion sibling. More importantly, DC2 came out in 2000, which means it gets to help fill out the Modern category!",8,1
100,0,98,1,"What happens when you mix the tense thriller Jurassic Park, with the methodical, satisfying, gameplay of a theme park builder? You get ""Jurassic Park III: Park Builder"". This game is not only one of the best Simulation games on the GBA, it is by far the most in depth Jurassic Park game ever made. Konami spared no expense in ensuring this game was not just another licenced throw away title, and filled it with dinosaurs and gameplay aplenty. Play it! Before it plays you...",8,0
101,0,34,1,How do you make Resident Evil better? Add dinosaurs. That's how!,8,0
102,0,99,1,Baby Mario fell from the Sky and landed in the safe hands of the Yoshis. BUT OH NO! Baby Bowser's minions captured Baby Luigi and its your mission to save him! Beware! The minions will still try to capture Baby Mario.,8,1
103,0,100,1,"What can I say about the legend that is Turok? Well, the dude hunts dinosaurs. Prehistoric beasts better watch out, because this bad mother is wielding a cross bow, a shotgun, and a can of whoop ass. Make no mistake about it, if you are a dinosaur, Turok will ruin your day. I like this game a whole bunch. Also, Rage Wars will forever be my favorite Multi-player N64 game. Come at me. ",8,0
104,0,101,1,This game is a platformer meant to teach kids about asthma. When the wind machine meant to get rid of dust is stolen by the evil Mr. Rexo you play as Bronkie in an attempt to find the pieces of the broken machine before the dust comes back.,8,0
105,0,102,1,Super Mario 3 Mix takes the best bits of modern Mario games and back ports them so smoothly to the NES that it makes you wonder what the series could have become in an alternate universe.,9,1
106,0,103,1,"Did you know that Ms. Pac-Man was originally a ROM hack of Pac-Man called “Crazy Otto”? Well guess what, now you can play it on NES! Did you also know Ms. Pac Man is my mom's favorite game of all time (right in front of DOOM on the snes), with mother's day upon us, I find it fitting.",9,0
107,0,104,1,"Ultima adds a slew of new content to the classic Retro RPG, with buffs, nerfs, new scenarios, enemies, bosses, items, maps, features, and tons of more goodies that I can't list, while still retaining that classic feel, with new tweaks and goodies still coming!",9,0
108,0,105,1,"Built on project base, a pre-existing hack that greatly increases Samus' maneuverability, Hyper Metroid tells a new story, introduces a revamped ammo system, adds new levels of suit customization, and expands the horizontal and vertical exploration in a Zebes that is three times larger than the original.",9,0
109,0,106,1,"The only complete Yoshi’s Island hack in the world. This contains 54 brand new levels, so have fun.",9,0
110,0,107,1,"Know Super Mario RPG like the back of your hand? Super Mario RPG: Armegeddon is a difficulty and content mod for Super Mario RPG. It adds double timed hits, a plethora of new bosses from across RPG history, and a ton of new surprises. This mod was originally not for the faint of heart, but has been updated with a more relaxed and balanced “Content” edition.",9,0
111,0,108,1,Do you love Super Mario 64? Do you hate yourself? Then this is the rom hack for you.,9,0
112,0,109,1,"This mini adventure is set between Ocarina of Time and Majora's Mask as the Hero of Time searches for his missing fairy, Navi. Experience new environments, music, graphics, items and mechanics on this highly acclaimed adventure.",9,1
113,0,110,1,"An ambitious hack of pokémon Crystal that allows you to start anywhere in Kanto or Johto. Most major areas do not require HMs to get to, and story elements of the game are strictly optional. In other words: it's a sandbox 8-bit pokémon game.",9,0
114,0,111,1,Pokémon sweet version makes all of the original 151 present in fire red into dessert themed versions of themselves on top of making the overworld and environments sweets themed themselves.,9,0
115,0,112,1,"Pokémon Unbound features updated graphics, difficulty modes, a unique mission system, character customization, daily events, a rich OST as well as a wide variety of pokémon from gen1-7.",9,1
